Open,High,Low,Close,Volume
1635.0799560546875,1644.050048828125,1632.5400390625,1643.719970703125,166903100
1642.77001953125,1648.7099609375,1636.5,1648.31005859375,180710600
1645.3199462890625,1646.6600341796875,1639.1300048828125,1641.43994140625,190602200
1640.22998046875,1647.800048828125,1636.6099853515625,1646.9000244140625,202204600
1648.050048828125,1668.1500244140625,1647.5999755859375,1665.9000244140625,290716800
1664.280029296875,1671.2900390625,1663.1199951171875,1671.2900390625,151411900
1668.780029296875,1676.6400146484375,1666.9599609375,1676.6400146484375,137369300
1676.0,1678.8499755859375,1673.6400146484375,1678.31005859375,154290900
1677.5,1678.2900390625,1670.8299560546875,1677.0999755859375,95594100
1677.31005859375,1680.989990234375,1668.47998046875,1680.989990234375,130192300
